sentence,label,validity,faults,domain,year,title,source,slide
Persons subjected to the possibility of nonradiation injury.,hazard,valid,valid,medicine,2015,STPA Analysis of Changes in the Process for Stereotactic Radiosurgery and Radiography,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Samost-Radiosurgery.pdf,10.0
Physical damage to patient or non‐patient during treatment (not from radiation).,loss,invalid,condition,medicine,2018,Application of STPA in Radiation Therapy: A Preliminary Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Application-of-STPA-in-Radiation-Therapy-SILVIS-MIT-STAMP-2018-long.pdf,24.0
Physical injury to patient or non-patient during treatment.,loss,invalid,condition,medicine,2014,Analyzing Safety of Radiation Therapy Procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/CBCT_ONLY_SRS_STPA_STAMPCONF_ASedit_3-24.pdf,7.0
Physical injury to patient or staff during treatment (not from RT).,loss,invalid,condition,medicine,2018,Experiences with STPA in Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-PUB-Pawlicki-STAMP-2018.pdf,10.0
Pilot loses control of aircraft.,hazard,valid,valid,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,21.0
Pilot must execute maneuver once it is approved.,constraint,valid,valid,aviation,2012,STPA Guided Exercise (aerospace example),https://psas.scripts.mit.edu/home/get_pdf.php?name=1-3-Advanced-Experienced-STPA-Guided-Exercise.pdf,30.0
Pilot must execute maneuver once it is approved.,constraint,valid,valid,aviation,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,48.0
Pilot must not perform ITP when criteria are not met or request has been refused.,constraint,valid,valid,aviation,2012,STPA Guided Exercise (aerospace example),https://psas.scripts.mit.edu/home/get_pdf.php?name=1-3-Advanced-Experienced-STPA-Guided-Exercise.pdf,30.0
Pilot must not perform ITP when criteria are not met or request has been refused.,constraint,valid,valid,aviation,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,48.0
Pilot must start maneuver within X minutes of re-verifying ITP criteria.,constraint,valid,valid,aviation,2012,STPA Guided Exercise (aerospace example),https://psas.scripts.mit.edu/home/get_pdf.php?name=1-3-Advanced-Experienced-STPA-Guided-Exercise.pdf,30.0
Pilot must start maneuver within X minutes of re-verifying ITP criteria.,constraint,valid,valid,aviation,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,48.0
Pilots must execute maneuver within X minutes of reassessment.,constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
Pilots must not begin to execute maneuver before approval.,constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
Pilots must not climb/descent beyond designated altitude.,constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
Pilots must not execute maneuver when ITP criteria are not satisfied.,constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
"Pilots must not execute maneuver with incorrect climb rate, final altitude, etc.",constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
Pilots must not stop maneuver before reaching designated altitude (except in emergency temination).,constraint,valid,valid,aviation,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,78.0
PIO (Pilot Induced Oscillation).,hazard,invalid,rewrite,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Plant is operated outside limits.,hazard,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57.0
Plant is shut down.,hazard,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57.0
Plant is unable to produce chemical X.,hazard,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
"Plant must be operated within limits (pressure, temperature, etc.).",constraint,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
Plant releases radioactive material.,hazard,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57.0
"Plant releases toxic chemicals (e.g. to air, ground, etc.).",hazard,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
Poor safety performance.,loss,invalid,not,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,19.0
Power shortages.,loss,invalid,not,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7.0
Premature ignition of vehicle stages at the launch rail.,hazard,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,12.0
Pressure must never violate maximum value.,constraint,valid,valid,industry,2014,Risk Management in the Process Industry,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/Rodriguea_STPA_DH_final.pdf,31.0
Pressure too high.,hazard,valid,valid,industry,2014,Risk Management in the Process Industry,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/Rodriguea_STPA_DH_final.pdf,31.0
Privation to track/communicate to the vehicle or payload.,hazard,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,11.0
Procedures must be in place to identify and investigate thoroughly all serious or potentially serious incidents.,constraint,valid,valid,medicine,2013,Risk Management of Hospital Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Helferich-STAMP-Conf-Presentation.pdf,8.0
Product integrity compromised.,loss,invalid,not,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18.0
Product loss.,loss,valid,valid,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18.0
"Product, Design or Quality Management System certificate expired by time or cancelled due to failures of the products in operational life.",hazard,invalid,condition,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Production loss.,loss,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
"Production, delivery and/or maintenance commitments are missed.",hazard,valid,valid,industry,2017,STAMP in Workplace Safety,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/2017-MIT-Tutorial-Howard_Release.pdf,16.0
Products accepted in non-conformance with the specification.,hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Property damage from road crashes.,loss,invalid,accident,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12.0
Public exposed to unsafe drinking water.,hazard,valid,valid,water,2018,A Systems Analysis of the 1998 Sydney Water Crisis,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Thurs-Merrett-PUB-Sydneys-Water-quality-Crisis-systems-analysis_v2.pdf,6.0
Public health measures must reduce risk of public exposure to unsafe water during incidents.,constraint,valid,valid,water,2018,A Systems Analysis of the 1998 Sydney Water Crisis,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Thurs-Merrett-PUB-Sydneys-Water-quality-Crisis-systems-analysis_v2.pdf,6.0
Radiated energy frequencies should be selected so as to be different from those used by other systems if possible.,constraint,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11.0
"Radiated energy must not be directed at and/or reach other systems using the same frequency if possible. Otherwise, radiation must be at sufficiently low power so as to prevent disruption or damage of other systems.",constraint,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11.0
"Radiation and toxic, radioactive, or energetic materials must not be released within range of humans or other systems.",constraint,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11.0
Radiation Exposure.,loss,invalid,not,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Radio communication should be in the disposal of the spotter and the operators.,constraint,valid,valid,other,2017,Towards a STAMP-Based Safety Plans Approach for Construction Projects,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Ioannis-Dokas_Towards-A-STAMP-Based-Safety-Plans-Approach-For-Construction.pdf,15.0
Radioactive Material Release.,hazard,invalid,rewrite,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Radioactive materials must note be released.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,10.0
"Radioactive, toxic, or energetic materials must be stored away from humans.",constraint,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,11.0
"Reactor core is damaged because the SIAS does not operate when the 4 events—LOCA, 2 ndHSL, S/WP-Ex, or REA—occur.",hazard,invalid,rewrite,nuclear,2013,Application of STPA to Engineered Safety Features of a Nuclear Power Plant,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Lee_STPA_ESFCCS.pdf,14.0
Reactor Exceeds Limits.,hazard,valid,valid,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Reactor shut down.,hazard,valid,valid,nuclear,2013,Evaluating the Safety of Digital Instrumentation and Control Systems in Nuclear Power Plants,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Thomas_Evaluating_Safety_Digital_Instrumentation_Control.pdf,5.0
Reactor Shutdown.,hazard,valid,valid,nuclear,2013,Nuclear Power STPA Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_EPRI_MIT_STAMP_Mar2013.pdf,8.0
Reactor temperature too high.,hazard,valid,valid,nuclear,2013,Evaluating the Safety of Digital Instrumentation and Control Systems in Nuclear Power Plants,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Thomas_Evaluating_Safety_Digital_Instrumentation_Control.pdf,5.0
Ready For Operation Target Date not achieved.,loss,invalid,not,oil,2015,Application of STAMP to Project Risk Management: A Workshop Approach,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Pelegrin-STAMP-Project-Risk-Management.pdf,11.0
Recommendations must be implemented to eliminate or mitigate all identified factors contributing to the adverse events.,constraint,valid,valid,medicine,2013,Risk Management of Hospital Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Helferich-STAMP-Conf-Presentation.pdf,8.0
Reduced gas production.,loss,valid,valid,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14.0
Reduction in control of aircraft.,hazard,valid,valid,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5.0
Release of radioactive materials.,hazard,invalid,rewrite,nuclear,2013,Evaluating the Safety of Digital Instrumentation and Control Systems in Nuclear Power Plants,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Thomas_Evaluating_Safety_Digital_Instrumentation_Control.pdf,5.0
"Reports, procedures, components, prototypes or design/production documents disapproved by Certification Authority.",hazard,invalid,rewrite,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Rework and project schedule timeline losses.,loss,invalid,rewrite,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,10.0
Rider or operator exposed to dangerous physiological conditions.,hazard,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12.0
Rider unsecure during ride operations.,hazard,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12.0
"Robot creates conditions that are not suitable for segment (e.g. ignites segment, high heat, fire, sparking, etc.).",hazard,valid,valid,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5.0
Robot damage (i.e. handling is done improperly damages robot or rocket motor).,hazard,invalid,not,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5.0
Robot makes contact with a person (directly or indirectly).,hazard,valid,valid,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5.0
"Robot makes unintended contact with rocket motor (non-initiation) (e.g. zone A may have lower threshold for “damaging contact”, etc.).",hazard,valid,valid,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5.0
